,img,bbox,label
453,../../malaria/images/4c13e22e-dfd1-4fa1-b373-be9d0c272c0f.png,"[(182, 473, 289, 572), (633, 480, 736, 586), (558, 941, 658, 1039), (558, 1419, 638, 1507), (780, 548, 882, 643), (539, 1069, 647, 1169), (941, 1149, 1047, 1250), (86, 258, 187, 369), (356, 384, 460, 496), (102, 377, 215, 498), (463, 819, 559, 912), (402, 715, 504, 812), (727, 437, 830, 541), (684, 606, 798, 705), (253, 410, 355, 505), (874, 488, 978, 590), (284, 893, 385, 988), (296, 1117, 405, 1214), (8, 1072, 109, 1169), (17, 880, 120, 973), (204, 1057, 301, 1151), (460, 990, 558, 1086), (280, 304, 379, 405), (413, 1439, 512, 1538), (139, 830, 237, 924), (182, 727, 289, 831), (685, 906, 783, 1000), (146, 1206, 254, 1315), (328, 15, 434, 121), (296, 721, 393, 816), (34, 50, 137, 142), (560, 1267, 669, 1374), (615, 1152, 706, 1254), (799, 108, 910, 208), (787, 870, 894, 976), (413, 1080, 529, 1185), (977, 524, 1081, 627), (635, 170, 743, 272), (1050, 1046, 1167, 1152), (983, 103, 1073, 203), (878, 589, 975, 671), (949, 1041, 1044, 1134), (647, 1007, 746, 1095), (848, 1167, 935, 1264), (811, 379, 924, 490), (775, 1058, 868, 1163), (1030, 195, 1115, 286), (790, 671, 907, 766), (268, 1372, 363, 1473), (916, 674, 1008, 777), (808, 1406, 907, 1505), (568, 594, 675, 704), (288, 538, 393, 645), (496, 1293, 584, 1410), (430, 563, 532, 662), (395, 1187, 508, 1296), (1009, 588, 1118, 704), (118, 1088, 214, 1206), (981, 1442, 1086, 1546), (407, 88, 512, 181), (177, 130, 283, 233), (919, 1272, 1026, 1394), (334, 983, 432, 1077), (535, 40, 642, 144), (43, 1335, 142, 1438), (246, 821, 363, 899), (1080, 550, 1190, 649), (85, 698, 195, 805), (259, 1216, 364, 1324), (742, 699, 829, 809), (900, 876, 997, 972), (877, 162, 983, 256), (460, 353, 569, 472), (445, 1212, 551, 1314), (50, 753, 145, 853), (185, 311, 270, 391), (360, 872, 475, 972), (1035, 1212, 1134, 1301), (1068, 1374, 1150, 1460), (31, 1212, 107, 1309), (328, 1354, 451, 1470), (521, 331, 615, 443), (173, 1481, 279, 1586), (386, 1299, 488, 1426), (493, 197, 588, 297), (507, 1474, 601, 1561), (1046, 19, 1145, 119), (795, 1285, 876, 1381), (273, 204, 364, 297), (198, 962, 313, 1078), (1013, 871, 1116, 992), (338, 626, 430, 723), (370, 165, 457, 249), (1020, 1306, 1124, 1406), (926, 303, 1036, 402), (857, 1302, 936, 1455), (859, 1023, 948, 1148), (14, 1283, 113, 1384), (678, 1438, 763, 1535), (160, 1376, 251, 1472), (615, 373, 719, 473), (859, 217, 951, 320), (1093, 1122, 1199, 1229), (229, 626, 332, 727), (116, 1405, 214, 1531), (156, 932, 248, 1036), (1096, 934, 1192, 1032), (0, 334, 106, 447), (380, 1009, 485, 1119), (785, 315, 887, 453), (789, 1506, 882, 1598), (475, 618, 560, 712), (0, 493, 96, 585), (881, 973, 974, 1081), (805, 988, 916, 1111), (516, 444, 639, 611), (140, 571, 290, 718), (594, 699, 685, 798), (563, 814, 658, 903), (160, 18, 265, 116), (187, 0, 286, 100), (432, 128, 521, 204), (517, 85, 622, 174), (491, 245, 585, 329), (324, 512, 436, 619), (50, 1177, 133, 1285), (162, 1333, 245, 1422), (290, 1255, 398, 1374), (136, 917, 230, 1003), (594, 816, 668, 916), (580, 680, 668, 767), (661, 338, 752, 444), (603, 192, 702, 288), (1065, 44, 1170, 144), (907, 836, 1004, 948), (1036, 389, 1124, 476), (1058, 382, 1143, 494), (933, 331, 1013, 437), (953, 84, 1047, 187), (1052, 208, 1154, 297), (1036, 932, 1136, 1028), (939, 672, 1036, 775), (972, 1420, 1067, 1515), (272, 146, 380, 251), (960, 1303, 1068, 1372), (1072, 1227, 1177, 1310), (581, 1404, 676, 1508), (640, 1132, 743, 1250), (693, 1397, 772, 1499), (683, 1346, 780, 1460), (764, 1500, 852, 1584), (754, 1271, 843, 1364), (747, 1218, 844, 1316), (1088, 1351, 1172, 1438), (389, 907, 482, 1003), (197, 263, 281, 356), (709, 311, 789, 405), (676, 284, 784, 380), (844, 256, 933, 350), (37, 789, 126, 876), (736, 1074, 828, 1173), (487, 452, 564, 542)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
454,../../malaria/images/cfab01d3-0616-4efb-9290-11f0fd8bf5a3.png,"[(772, 1283, 864, 1380), (400, 82, 499, 193), (131, 539, 233, 647), (530, 266, 643, 376), (728, 1049, 832, 1165), (1042, 1458, 1152, 1563), (346, 1026, 460, 1128), (805, 1430, 920, 1557), (539, 133, 650, 263), (1017, 949, 1131, 1076), (240, 1232, 365, 1328), (115, 648, 216, 770), (80, 1456, 201, 1588), (705, 1423, 811, 1545), (577, 982, 690, 1124), (1074, 94, 1186, 226), (645, 1493, 773, 1597), (1071, 474, 1198, 617), (354, 388, 484, 530)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
455,../../malaria/images/6274fe0d-0d71-40be-b61b-f0bd5b5df1e2.png,"[(941, 468, 1053, 569), (609, 465, 719, 569), (457, 834, 581, 928), (72, 527, 178, 636), (177, 807, 279, 894), (760, 1428, 866, 1538), (874, 383, 982, 478), (703, 919, 800, 1021), (251, 1032, 353, 1135), (520, 262, 603, 396), (1062, 935, 1166, 1038), (358, 602, 453, 704), (693, 130, 793, 222), (269, 1147, 368, 1248), (407, 291, 511, 396), (461, 55, 565, 159), (927, 219, 1032, 314), (345, 1383, 436, 1472), (66, 767, 167, 864), (218, 502, 312, 602), (29, 999, 142, 1107), (631, 1341, 740, 1462), (851, 1099, 964, 1210), (806, 627, 893, 734), (1037, 1187, 1160, 1286), (1090, 654, 1197, 756), (904, 581, 1023, 693), (421, 921, 541, 1028), (148, 588, 258, 697), (441, 449, 546, 552), (946, 928, 1049, 1017), (927, 1063, 1030, 1167), (773, 40, 881, 146), (462, 566, 562, 680), (687, 661, 786, 769), (84, 73, 178, 167), (838, 148, 949, 249), (986, 680, 1087, 793), (265, 637, 354, 741), (35, 656, 132, 763), (301, 784, 406, 887), (444, 1477, 537, 1579), (491, 947, 599, 1046), (562, 1446, 647, 1534), (882, 1269, 964, 1351), (565, 1170, 667, 1282), (398, 711, 507, 812), (736, 440, 835, 552), (839, 268, 928, 361), (647, 1441, 753, 1548), (1063, 95, 1178, 178), (101, 444, 188, 526), (176, 128, 268, 197), (57, 1136, 153, 1229), (1064, 412, 1175, 517), (914, 811, 1001, 903), (1056, 830, 1159, 919), (382, 1308, 471, 1381), (704, 1207, 802, 1310), (614, 1280, 724, 1388), (421, 1124, 535, 1218), (157, 11, 260, 114), (377, 1500, 489, 1599), (813, 896, 904, 988), (312, 311, 409, 413), (194, 233, 273, 322), (422, 1364, 540, 1463), (962, 1120, 1058, 1224), (403, 1058, 514, 1164), (524, 679, 624, 766), (702, 1031, 786, 1116), (971, 625, 1075, 737), (553, 1240, 654, 1335), (976, 987, 1057, 1078), (903, 1436, 1002, 1527), (313, 528, 409, 616), (820, 1010, 916, 1102), (580, 1033, 668, 1137), (274, 1473, 372, 1578), (1083, 788, 1172, 880), (823, 1200, 908, 1282), (338, 466, 434, 565), (597, 50, 702, 116), (506, 572, 612, 663), (358, 867, 430, 969), (158, 948, 253, 1039), (220, 939, 300, 1029), (346, 0, 448, 95), (1077, 222, 1154, 300), (226, 1257, 329, 1348), (727, 800, 828, 866), (571, 370, 661, 457), (647, 34, 743, 126), (585, 144, 677, 244), (476, 1376, 567, 1462), (581, 197, 644, 272), (197, 28, 288, 107), (28, 64, 126, 158), (114, 267, 190, 366), (76, 299, 199, 400), (60, 436, 164, 539), (267, 683, 341, 766), (247, 793, 345, 896), (366, 434, 462, 535), (350, 320, 452, 416), (704, 1003, 798, 1100), (667, 1253, 772, 1348), (857, 1346, 932, 1460), (84, 1028, 165, 1131), (87, 939, 206, 1010), (2, 475, 114, 581), (240, 1292, 318, 1378), (267, 1280, 357, 1360), (260, 919, 343, 996), (439, 1040, 530, 1129), (855, 1227, 955, 1323), (912, 1296, 997, 1401), (770, 501, 844, 603), (786, 448, 882, 551), (903, 748, 985, 853), (825, 729, 942, 788), (585, 992, 684, 1084), (670, 1500, 763, 1598), (999, 1280, 1056, 1349), (1108, 745, 1195, 825), (1127, 546, 1198, 636), (1081, 556, 1170, 635), (823, 302, 903, 379), (439, 741, 519, 821), (219, 638, 292, 736), (560, 562, 640, 626), (556, 686, 661, 766), (608, 377, 688, 448), (859, 1404, 958, 1508), (816, 674, 907, 763), (558, 1477, 636, 1579)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
456,../../malaria/images/3850f2a5-ab62-49d3-8135-68d60baa676b.png,"[(554, 342, 710, 487), (663, 1079, 813, 1242), (31, 1390, 146, 1506), (79, 1267, 190, 1390), (190, 1294, 310, 1413), (462, 1488, 583, 1598), (0, 1129, 121, 1231), (15, 908, 146, 1033), (135, 854, 260, 979), (217, 883, 327, 1000), (92, 1042, 213, 1162), (173, 1127, 296, 1256), (302, 1258, 412, 1356), (248, 1210, 365, 1342), (419, 1327, 540, 1431), (506, 1229, 627, 1331), (156, 698, 263, 827), (358, 921, 502, 1037), (521, 952, 635, 1069), (502, 1010, 621, 1131), (648, 1304, 748, 1402), (677, 1469, 798, 1588), (779, 1408, 894, 1542), (850, 1233, 958, 1337), (854, 1350, 971, 1471), (904, 1431, 1010, 1571), (1012, 1225, 1138, 1352), (881, 1021, 1000, 1131), (879, 900, 992, 1017), (754, 977, 883, 1094), (448, 735, 563, 846), (550, 783, 667, 888), (696, 879, 823, 990), (752, 775, 877, 887), (869, 771, 981, 892), (979, 758, 1098, 877), (1004, 637, 1129, 742), (754, 700, 869, 812), (800, 623, 931, 746), (552, 654, 650, 771), (667, 587, 771, 706), (248, 594, 369, 708), (363, 548, 473, 667), (481, 552, 594, 675), (965, 469, 1092, 585), (1067, 363, 1187, 479), (950, 306, 1071, 423), (994, 212, 1106, 325), (1006, 94, 1125, 206), (852, 92, 977, 215), (752, 88, 869, 213), (663, 58, 769, 167), (502, 44, 623, 163), (363, 29, 477, 138), (169, 23, 287, 133), (71, 85, 192, 215), (187, 146, 288, 260), (294, 177, 415, 298), (23, 237, 140, 360), (129, 283, 252, 390), (242, 288, 356, 413), (100, 456, 221, 579), (190, 460, 321, 573), (398, 404, 515, 517), (513, 225, 623, 337), (446, 298, 560, 417)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
457,../../malaria/images/30167dc1-f739-4036-b5c4-5fad435c2c67.png,"[(609, 835, 736, 961), (784, 609, 894, 741), (1084, 933, 1199, 1063), (102, 1413, 240, 1536), (782, 122, 904, 247), (793, 965, 902, 1071), (155, 626, 271, 748), (1059, 1399, 1169, 1525), (1076, 0, 1199, 113), (454, 909, 575, 1017), (909, 552, 1030, 675), (448, 1285, 561, 1412), (85, 20, 213, 134), (384, 1160, 497, 1280), (917, 362, 1038, 483), (162, 99, 299, 231), (211, 1164, 323, 1278), (871, 1125, 988, 1235), (960, 1338, 1090, 1454), (772, 798, 890, 915), (710, 996, 842, 1128), (54, 1162, 168, 1300), (148, 1095, 279, 1207), (899, 709, 1025, 825), (627, 690, 746, 811), (329, 985, 456, 1106), (927, 1017, 1055, 1139), (264, 897, 369, 1010), (73, 969, 166, 1079)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
458,../../malaria/images/b4e5e08d-6427-46f3-aca8-a4df165a151d.png,"[(982, 81, 1075, 176), (990, 1310, 1109, 1435), (98, 690, 206, 789), (485, 624, 590, 719), (931, 1137, 1042, 1256), (1053, 670, 1164, 773), (213, 115, 311, 223), (80, 190, 174, 285), (493, 789, 597, 895), (676, 372, 780, 472), (1062, 443, 1163, 543), (116, 1008, 222, 1127), (1051, 316, 1170, 433), (61, 1187, 159, 1289), (447, 1233, 548, 1340), (710, 223, 803, 326), (891, 221, 1002, 336), (131, 530, 229, 635), (774, 1235, 877, 1337), (644, 831, 752, 938), (513, 413, 621, 536), (841, 366, 943, 472), (247, 1194, 353, 1300), (781, 1011, 893, 1111), (214, 362, 330, 482), (854, 530, 964, 626), (743, 833, 856, 954), (250, 837, 377, 949), (416, 384, 518, 482), (925, 1469, 1011, 1571), (1047, 227, 1148, 318), (784, 168, 890, 278), (191, 1339, 329, 1414), (471, 160, 578, 274), (338, 310, 465, 419), (214, 988, 315, 1079), (32, 1015, 143, 1128), (296, 515, 410, 629), (449, 1350, 556, 1449), (937, 576, 1035, 667), (241, 585, 354, 696), (632, 693, 748, 791), (600, 145, 708, 249), (389, 1439, 503, 1551), (1073, 570, 1197, 676), (564, 1182, 673, 1287), (754, 308, 863, 406), (27, 21, 131, 120), (326, 435, 460, 561), (580, 1222, 701, 1330), (181, 1405, 320, 1498), (300, 1251, 444, 1345), (748, 1104, 895, 1198), (324, 229, 477, 315), (283, 1416, 446, 1514)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
459,../../malaria/images/8cc6fe77-5f2f-4670-b4ac-1b49550241a8.png,"[(768, 623, 869, 737), (340, 1096, 447, 1203), (852, 290, 947, 389), (957, 1140, 1074, 1228), (917, 208, 1022, 314), (922, 72, 1028, 191), (998, 563, 1093, 678), (292, 551, 412, 671), (558, 1001, 661, 1100), (671, 574, 772, 691), (483, 1081, 598, 1197), (119, 1417, 235, 1541), (844, 499, 944, 614), (105, 11, 206, 125), (1057, 651, 1157, 753), (194, 563, 291, 676), (293, 666, 398, 766), (104, 1319, 201, 1421), (772, 407, 883, 521), (689, 14, 791, 120), (1092, 923, 1192, 1031), (761, 99, 854, 205), (792, 729, 897, 846), (675, 118, 766, 215), (395, 1448, 498, 1554), (994, 383, 1108, 499), (399, 296, 499, 398), (259, 314, 366, 431), (613, 201, 710, 302), (422, 863, 547, 1005), (307, 415, 417, 529), (183, 94, 285, 206), (1011, 267, 1111, 385), (934, 704, 1040, 811), (699, 485, 794, 581), (926, 1317, 1057, 1458), (610, 622, 705, 732), (198, 1351, 312, 1472), (360, 735, 464, 845), (1022, 122, 1141, 251), (538, 855, 655, 984), (37, 963, 138, 1064), (461, 637, 585, 756), (97, 646, 197, 761), (696, 899, 803, 1013), (350, 958, 470, 1088), (442, 995, 558, 1106), (660, 1016, 792, 1113), (109, 158, 217, 262), (798, 222, 902, 317), (264, 760, 378, 884), (471, 380, 579, 466), (567, 1145, 678, 1277), (1081, 1279, 1174, 1379), (317, 39, 435, 176), (35, 122, 158, 250), (565, 771, 663, 860), (828, 848, 917, 951), (456, 10, 567, 111), (628, 391, 737, 504), (189, 692, 284, 806), (364, 1202, 490, 1299), (329, 912, 424, 1014), (886, 395, 991, 485), (952, 446, 1048, 567), (846, 1421, 969, 1539), (495, 1427, 605, 1547), (149, 284, 264, 405), (1, 1233, 107, 1345), (1049, 825, 1160, 926), (883, 598, 1001, 712), (287, 91, 400, 226), (296, 1266, 410, 1383), (240, 970, 338, 1065), (695, 755, 798, 865), (645, 1427, 745, 1522), (788, 1402, 922, 1536), (252, 1263, 378, 1362), (79, 1099, 189, 1209), (45, 1073, 147, 1178), (657, 864, 759, 972), (867, 843, 986, 951), (865, 651, 977, 775), (1102, 543, 1199, 645), (546, 63, 632, 170), (23, 356, 128, 470), (10, 317, 120, 426), (585, 365, 691, 474), (19, 725, 134, 842), (755, 836, 855, 934), (456, 120, 603, 261), (151, 218, 296, 334), (252, 424, 376, 571), (179, 965, 254, 1144), (553, 1394, 666, 1543), (673, 1088, 805, 1271), (927, 1052, 1083, 1169), (646, 732, 730, 870), (510, 698, 621, 820), (453, 718, 562, 825), (5, 1462, 118, 1552), (41, 1473, 143, 1586), (467, 247, 573, 360), (508, 274, 625, 385), (573, 306, 662, 410), (428, 113, 537, 204), (1070, 1033, 1174, 1133), (1095, 1203, 1197, 1296), (1024, 1126, 1129, 1240), (422, 1401, 533, 1518), (480, 1319, 560, 1425), (465, 1260, 573, 1360), (483, 1222, 601, 1333), (521, 1203, 630, 1312), (50, 714, 188, 820), (354, 383, 467, 485), (18, 1101, 122, 1219)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
460,../../malaria/images/42845335-4ab2-4963-806d-0985d1382a31.png,"[(629, 321, 725, 423), (363, 332, 470, 451), (200, 1014, 303, 1114), (1050, 1349, 1144, 1447), (352, 1152, 460, 1260), (255, 848, 349, 960), (967, 120, 1094, 245), (974, 1071, 1071, 1174), (658, 771, 781, 905), (844, 826, 942, 929), (190, 1001, 315, 1125), (773, 1071, 875, 1182), (718, 1371, 836, 1504), (1074, 1160, 1178, 1270), (780, 715, 899, 841), (669, 901, 792, 1016), (147, 808, 268, 930), (511, 903, 632, 1036), (641, 1162, 765, 1283), (500, 1070, 596, 1169), (232, 715, 351, 844), (453, 1166, 566, 1277), (943, 929, 1054, 1052), (295, 1401, 406, 1512), (505, 1278, 610, 1388), (391, 1276, 488, 1370), (616, 198, 730, 318), (293, 426, 398, 531), (791, 1485, 872, 1591), (454, 8, 555, 106), (983, 983, 1097, 1091), (466, 320, 578, 439), (193, 288, 320, 411), (466, 1397, 565, 1495), (809, 912, 929, 1047), (1047, 782, 1173, 904), (302, 969, 429, 1098), (848, 618, 959, 736), (420, 784, 519, 893), (82, 415, 196, 538), (887, 347, 1017, 485), (181, 158, 300, 276), (425, 1006, 549, 1125), (546, 6, 642, 122), (713, 306, 820, 415), (257, 525, 365, 626), (63, 1070, 174, 1196), (996, 267, 1099, 369), (531, 379, 625, 481), (984, 1466, 1085, 1574), (45, 864, 167, 991), (263, 184, 381, 310), (553, 972, 667, 1097), (588, 85, 693, 190), (509, 816, 611, 923), (1079, 23, 1188, 133), (997, 14, 1116, 137), (339, 660, 439, 737), (717, 436, 824, 548), (117, 60, 249, 182), (386, 53, 480, 154), (228, 54, 354, 178), (781, 374, 915, 481), (824, 1050, 940, 1170), (265, 573, 385, 691), (82, 1038, 198, 1145), (106, 965, 201, 1064), (843, 410, 940, 526), (754, 485, 871, 599), (558, 1126, 671, 1232), (336, 727, 444, 840), (439, 1221, 546, 1317), (576, 1248, 676, 1358), (809, 24, 962, 178), (113, 359, 263, 501), (1078, 180, 1196, 289), (255, 392, 364, 507)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
461,../../malaria/images/b85fc640-de49-4f7e-afc0-978ff020f2e2.png,"[(431, 588, 561, 695), (315, 693, 418, 801), (252, 810, 358, 923), (200, 919, 318, 1042), (392, 793, 501, 904), (459, 924, 578, 1042), (347, 1038, 456, 1157), (318, 1253, 441, 1392), (139, 1308, 261, 1452), (32, 1375, 149, 1488), (75, 1015, 177, 1142), (30, 831, 126, 995), (136, 405, 252, 554), (171, 256, 309, 384), (34, 13, 158, 119), (665, 1083, 765, 1200), (723, 330, 846, 443), (729, 561, 840, 674), (612, 403, 727, 518), (593, 501, 710, 616), (484, 376, 616, 502), (428, 288, 531, 411), (388, 183, 494, 303), (296, 245, 413, 403), (865, 899, 970, 1008), (998, 859, 1113, 983), (934, 925, 1051, 1057), (1006, 1078, 1119, 1187), (831, 1012, 959, 1125), (867, 1140, 980, 1260), (942, 1223, 1069, 1337), (941, 1312, 1053, 1456), (872, 1469, 966, 1584), (684, 1215, 818, 1326), (633, 1439, 755, 1565), (548, 1057, 661, 1183), (516, 1100, 625, 1228), (420, 1371, 537, 1486), (1063, 676, 1170, 799), (880, 503, 972, 625), (906, 301, 1015, 431), (880, 139, 985, 256), (584, 11, 698, 129), (575, 168, 688, 286), (697, 801, 782, 923), (243, 83, 341, 224), (166, 102, 284, 247), (382, 1486, 488, 1599), (1019, 1424, 1147, 1565), (957, 448, 1059, 586), (1027, 426, 1108, 567), (509, 1245, 614, 1347), (582, 1281, 695, 1400), (537, 1283, 629, 1428), (646, 688, 810, 842)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
462,../../malaria/images/f25a2ac8-cb6e-4e05-a0cd-cc00ac47718a.png,"[(424, 953, 544, 1074), (335, 1084, 441, 1202), (266, 946, 392, 1051), (637, 1202, 750, 1336), (622, 796, 735, 910), (744, 874, 872, 1000), (902, 703, 1002, 836), (983, 767, 1088, 876), (925, 840, 1029, 949), (966, 1139, 1092, 1267), (849, 1025, 967, 1140), (252, 712, 384, 897), (104, 998, 283, 1183), (73, 784, 198, 910), (57, 663, 176, 782), (143, 461, 260, 578), (125, 318, 230, 433), (171, 88, 282, 202), (271, 353, 396, 497), (396, 269, 512, 390), (333, 537, 433, 663), (190, 590, 311, 712), (744, 1347, 865, 1471), (827, 1147, 968, 1268), (799, 488, 921, 612), (727, 548, 855, 691), (529, 514, 635, 633), (439, 569, 569, 695), (452, 635, 567, 759), (494, 53, 605, 192), (547, 192, 657, 308), (598, 304, 720, 412), (657, 386, 780, 508), (769, 184, 882, 320), (750, 318, 880, 426), (893, 318, 995, 431), (902, 548, 1015, 665), (1023, 569, 1140, 708), (455, 1263, 552, 1379), (313, 1302, 437, 1418), (49, 1292, 183, 1407), (145, 1351, 282, 1475), (454, 1496, 561, 1600), (1089, 1211, 1181, 1304), (1000, 307, 1098, 424), (889, 156, 1004, 286), (936, 43, 1053, 153), (748, 6, 870, 119), (271, 32, 379, 166), (1049, 382, 1155, 622)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
